,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
1763,2019,9,0.0,26.0,44.0,1241.0,4520.0,10656.0,12576.0,8581.0,373.0,101.0,81.0,38208,NOCA
1764,2018,27,35.0,50.0,129.0,1646.0,3198.0,10270.0,7155.0,5896.0,1660.0,19.0,0.0,30085,NOCA
1765,2017,37,6.0,9.0,198.0,1131.0,2981.0,8560.0,9704.0,6752.0,777.0,124.0,47.0,30326,NOCA
1766,2016,25,16.0,92.0,56.0,572.0,4197.0,7435.0,9782.0,5544.0,804.0,105.0,18.0,28646,NOCA
1767,2015,59,149.0,215.0,212.0,1410.0,3277.0,6297.0,5526.0,2868.0,502.0,105.0,57.0,20677,NOCA
1768,2014,40,8.0,13.0,156.0,727.0,1970.0,6546.0,7487.0,5335.0,1350.0,158.0,75.0,23865,NOCA
1769,2013,16,3.0,24.0,148.0,763.0,2283.0,6457.0,7214.0,4266.0,372.0,54.0,23.0,21623,NOCA
1770,2012,2,7.0,14.0,109.0,854.0,1286.0,6320.0,10009.0,6538.0,1588.0,176.0,32.0,26935,NOCA
1771,2011,0,4.0,7.0,203.0,672.0,2384.0,5454.0,5045.0,4312.0,1032.0,49.0,46.0,19208,NOCA
1772,2010,74,205.0,404.0,182.0,774.0,2581.0,7118.0,7983.0,3971.0,1354.0,9.0,4.0,24659,NOCA
1773,2009,25,15.0,15.0,170.0,542.0,1876.0,8505.0,9802.0,4787.0,609.0,524.0,102.0,26972,NOCA
1774,2008,34,16.0,7.0,170.0,525.0,2096.0,5296.0,6800.0,3287.0,399.0,60.0,35.0,18725,NOCA
1775,2007,27,15.0,35.0,173.0,629.0,2246.0,5737.0,6867.0,3336.0,433.0,36.0,0.0,19534,NOCA
1776,2006,6,13.0,75.0,0.0,552.0,1865.0,6040.0,6403.0,3539.0,650.0,24.0,0.0,19167,NOCA
1777,2005,7,31.0,104.0,229.0,605.0,2091.0,5626.0,6291.0,3347.0,326.0,15.0,14.0,18686,NOCA
1778,2004,0,0.0,137.0,130.0,752.0,1764.0,5620.0,5856.0,2158.0,458.0,34.0,3.0,16912,NOCA
1779,2003,34,22.0,47.0,130.0,871.0,2076.0,5531.0,8076.0,3515.0,398.0,12.0,12.0,20724,NOCA
1780,2002,0,0.0,0.0,90.0,582.0,1822.0,5752.0,7615.0,4416.0,383.0,17.0,14.0,20691,NOCA
1781,2001,66,45.0,129.0,302.0,838.0,2054.0,7737.0,9916.0,6287.0,311.0,26.0,28.0,27739,NOCA
1782,2000,12,4.0,121.0,260.0,869.0,2260.0,7911.0,8907.0,4453.0,757.0,97.0,53.0,25704,NOCA
1783,1999,6,9.0,116.0,220.0,1083.0,1650.0,5211.0,8149.0,4126.0,907.0,9.0,2.0,21488,NOCA
1784,1998,1,14.0,167.0,271.0,955.0,3541.0,9725.0,11758.0,5772.0,483.0,30.0,36.0,32753,NOCA
1785,1997,1,8.0,6.0,21.0,862.0,992.0,6632.0,12605.0,5578.0,411.0,67.0,20.0,27203,NOCA
1786,1996,0,13.0,75.0,51.0,533.0,2490.0,8510.0,11436.0,4458.0,343.0,0.0,1.0,27910,NOCA
1787,1995,10,15.0,28.0,219.0,4945.0,5851.0,16423.0,19006.0,6401.0,12854.0,140.0,92.0,65984,NOCA
1788,1994,10,11.0,43.0,77.0,891.0,1544.0,6795.0,5957.0,3359.0,549.0,69.0,18.0,19323,NOCA
1789,1993,10,11.0,27.0,66.0,391.0,1798.0,5769.0,8130.0,4395.0,692.0,69.0,20.0,21378,NOCA
1790,1992,36,54.0,167.0,45.0,395.0,1121.0,6444.0,7855.0,3539.0,573.0,9.0,57.0,20295,NOCA
1791,1991,1,22.0,38.0,38.0,353.0,843.0,6292.0,9478.0,4569.0,985.0,153.0,24.0,22796,NOCA
1792,1990,2228,453.0,984.0,8855.0,28860.0,82245.0,109877.0,113839.0,77909.0,24392.0,6011.0,791.0,456444,NOCA
1793,1989,979,1101.0,1513.0,7409.0,30227.0,61554.0,113194.0,97554.0,47510.0,21624.0,6544.0,2224.0,391433,NOCA
1794,1988,2768,2850.0,3039.0,9816.0,23537.0,67705.0,175386.0,177543.0,85850.0,44324.0,9475.0,3674.0,605967,NOCA
1795,1987,3318,5142.0,4502.0,7069.0,36515.0,80953.0,153521.0,215580.0,92353.0,39321.0,8893.0,4439.0,651606,NOCA
1796,1986,1056,2680.0,3748.0,8202.0,27351.0,89773.0,154966.0,231076.0,100952.0,51834.0,8918.0,2500.0,683056,NOCA
1797,1985,1152,2036.0,2999.0,10425.0,32578.0,99272.0,169961.0,165990.0,107136.0,33420.0,2664.0,1601.0,629234,NOCA
1798,1984,682,1824.0,2116.0,12576.0,25020.0,103246.0,163777.0,188895.0,94295.0,39305.0,4853.0,1247.0,637836,NOCA
1799,1983,993,2239.0,3052.0,10259.0,61635.0,140211.0,178240.0,200363.0,157061.0,76786.0,26031.0,1171.0,858041,NOCA
1800,1982,2621,2387.0,3859.0,5499.0,40040.0,134199.0,181110.0,205764.0,177929.0,78880.0,20746.0,3982.0,857016,NOCA
1801,1981,3475,3055.0,4324.0,10187.0,109009.0,113937.0,126616.0,194579.0,148314.0,73162.0,36249.0,6119.0,829026,NOCA
1802,1980,3775,3374.0,1410.0,7345.0,63492.0,94174.0,147702.0,192227.0,144281.0,94776.0,37888.0,5635.0,796079,NOCA
1803,1979,2556,4350.0,5465.0,21066.0,58174.0,96038.0,131505.0,174385.0,120066.0,79082.0,43492.0,6818.0,742997,NOCA
1804,2019,118152,99873.0,146414.0,160259.0,280351.0,698224.0,973992.0,830039.0,752320.0,374003.0,123376.0,113050.0,4670053,ROMO
1805,2018,111422,84245.0,156434.0,151975.0,305993.0,720822.0,931929.0,798306.0,784480.0,312757.0,125349.0,106781.0,4590493,ROMO
1806,2017,95602,98832.0,145110.0,158360.0,263222.0,741247.0,885478.0,782625.0,681160.0,332526.0,140223.0,112830.0,4437215,ROMO
1807,2016,115207,105125.0,135053.0,129967.0,285868.0,700990.0,912507.0,772849.0,711110.0,398525.0,158553.0,91831.0,4517585,ROMO
1808,2015,98928,85123.0,134304.0,116959.0,259711.0,608796.0,858426.0,765579.0,644350.0,371558.0,118398.0,93784.0,4155916,ROMO
1809,2014,77633,76881.0,99077.0,97100.0,220532.0,538725.0,693685.0,616826.0,537694.0,305651.0,90915.0,80032.0,3434751,ROMO
1810,2013,78022,68831.0,89691.0,90379.0,239184.0,602508.0,712583.0,621852.0,253467.0,66275.0,86379.0,81970.0,2991141,ROMO
1811,2012,68537,62036.0,104374.0,117053.0,228950.0,500206.0,651722.0,589131.0,527172.0,219946.0,93714.0,66776.0,3229617,ROMO
1812,2011,68641,50540.0,73760.0,77183.0,163587.0,500733.0,743741.0,620534.0,483780.0,264617.0,68076.0,61749.0,3176941,ROMO
1813,2010,64618,44576.0,70117.0,69097.0,180710.0,441738.0,668418.0,574638.0,461942.0,245770.0,67862.0,66335.0,2955821,ROMO
1814,2009,70858,58375.0,75022.0,58842.0,207827.0,426453.0,626907.0,568455.0,443488.0,171959.0,67894.0,46245.0,2822325,ROMO
1815,2008,62228,58860.0,71260.0,63083.0,165489.0,420334.0,611760.0,533886.0,424613.0,213467.0,74914.0,57496.0,2757390,ROMO
1816,2007,51340,51929.0,77306.0,75190.0,188187.0,468770.0,653885.0,559939.0,442327.0,204583.0,70953.0,50974.0,2895383,ROMO
1817,2006,55549,51901.0,59636.0,73816.0,187936.0,451277.0,641178.0,516531.0,412722.0,177716.0,61323.0,54091.0,2743676,ROMO
1818,2005,60206,61932.0,60125.0,60341.0,178599.0,417346.0,658903.0,556353.0,406772.0,199748.0,79707.0,58336.0,2798368,ROMO
1819,2004,57795,58503.0,79540.0,62595.0,179887.0,421739.0,633725.0,561913.0,407864.0,200180.0,52173.0,65985.0,2781899,ROMO
1820,2003,61472,48224.0,63999.0,69226.0,198771.0,457861.0,678086.0,626473.0,465941.0,262699.0,69681.0,64823.0,3067256,ROMO
1821,2002,64696,62365.0,78997.0,72485.0,228491.0,491045.0,653677.0,598693.0,428493.0,183445.0,57455.0,68633.0,2988475,ROMO
1822,2001,62319,66820.0,73736.0,82007.0,198797.0,499970.0,749500.0,616789.0,463160.0,184616.0,81020.0,60951.0,3139685,ROMO
1823,2000,67728,74328.0,83498.0,82564.0,211790.0,483925.0,735598.0,597407.0,448191.0,242240.0,85145.0,72978.0,3185392,ROMO
1824,1999,60871,74798.0,87163.0,58644.0,187697.0,471035.0,739167.0,644694.0,466394.0,228197.0,94367.0,73296.0,3186323,ROMO
1825,1998,64192,61194.0,70334.0,67735.0,198448.0,453744.0,683467.0,636460.0,445728.0,227638.0,69927.0,56555.0,3035422,ROMO
1826,1997,60995,55496.0,82957.0,54619.0,182301.0,477849.0,672256.0,635015.0,408657.0,211588.0,65166.0,58455.0,2965354,ROMO
1827,1996,50604,56462.0,69517.0,73462.0,177831.0,442730.0,669291.0,658613.0,405585.0,194353.0,61799.0,63508.0,2923755,ROMO
1828,1995,72264,55526.0,62216.0,63517.0,107774.0,401034.0,643304.0,718453.0,404990.0,237056.0,69520.0,42515.0,2878169,ROMO
1829,1994,66336,46474.0,64501.0,73383.0,140442.0,454741.0,637208.0,691826.0,486600.0,200637.0,65256.0,41046.0,2968450,ROMO
1830,1993,53780,39962.0,52511.0,65790.0,120708.0,424670.0,623451.0,654327.0,423570.0,230972.0,48776.0,41825.0,2780342,ROMO
1831,1992,60038,48476.0,58478.0,80217.0,160788.0,408630.0,606764.0,623634.0,440843.0,218570.0,47490.0,34940.0,2788868,ROMO
1832,1991,50910,57547.0,56241.0,67986.0,118351.0,434810.0,614118.0,642734.0,385524.0,237608.0,43136.0,42816.0,2751781,ROMO
1833,1990,53565,49896.0,65280.0,60274.0,108881.0,435279.0,560806.0,646018.0,392873.0,164130.0,73064.0,37257.0,2647323,ROMO
1834,1989,60075,52050.0,60381.0,52044.0,92436.0,370174.0,590130.0,600617.0,358910.0,183199.0,54061.0,28838.0,2502915,ROMO
1835,1988,58824,52367.0,56677.0,57933.0,91676.0,399197.0,568028.0,617184.0,371318.0,178657.0,55402.0,36948.0,2544211,ROMO
1836,1987,77184,52922.0,54316.0,59363.0,136049.0,365757.0,546231.0,621584.0,359746.0,171484.0,50425.0,36803.0,2531864,ROMO
1837,1986,74949,38588.0,58001.0,67259.0,111710.0,303208.0,547751.0,643670.0,338915.0,126243.0,45674.0,52266.0,2408234,ROMO
1838,1985,68416,47012.0,55707.0,58854.0,117475.0,327505.0,501624.0,585115.0,304574.0,87250.0,52986.0,42336.0,2248854,ROMO
1839,1984,51124,49126.0,46210.0,46736.0,75806.0,303393.0,514848.0,605465.0,355768.0,93927.0,52850.0,36195.0,2231448,ROMO
1840,1983,67598,70480.0,60310.0,79542.0,91340.0,322393.0,552473.0,625132.0,432745.0,193914.0,76969.0,26110.0,2599006,ROMO
1841,1982,65547,59558.0,64554.0,74092.0,106375.0,366311.0,573923.0,613132.0,360870.0,177760.0,51377.0,50617.0,2564116,ROMO
1842,1981,52645,47256.0,63637.0,78529.0,130744.0,439671.0,674786.0,677202.0,430738.0,202193.0,51650.0,62191.0,2911242,ROMO
1843,1980,42902,59403.0,58790.0,64299.0,93210.0,410449.0,573465.0,609383.0,389771.0,219495.0,51344.0,69426.0,2641937,ROMO
1844,1979,53585,85931.0,75070.0,66873.0,79577.0,368257.0,553294.0,600221.0,376202.0,198374.0,50283.0,60863.0,2568530,ROMO
1845,2019,350,5753.0,5583.0,13680.0,10437.0,10047.0,8191.0,18599.0,7376.0,13496.0,16768.0,23118.0,133398,VIIS
1846,2018,1131,1568.0,6766.0,15599.0,16530.0,17525.0,20093.0,16616.0,7959.0,2841.0,3455.0,2204.0,112287,VIIS
1847,2017,43527,47480.0,52123.0,36005.0,35278.0,27982.0,28818.0,32910.0,0.0,0.0,0.0,285.0,304408,VIIS
1848,2016,45838,51319.0,54981.0,33678.0,38334.0,35527.0,34154.0,20209.0,9281.0,11233.0,30106.0,46683.0,411343,VIIS
1849,2015,55828,54143.0,55686.0,47532.0,31162.0,41538.0,35332.0,16968.0,10570.0,13386.0,30500.0,45727.0,438372,VIIS
1850,2014,43226,52663.0,54554.0,56535.0,37761.0,38852.0,39400.0,24467.0,8283.0,12240.0,25953.0,32996.0,426930,VIIS
1851,2013,45386,52506.0,64924.0,51128.0,52241.0,26634.0,29000.0,20420.0,11140.0,10056.0,27537.0,47629.0,438601,VIIS
1852,2012,48913,56969.0,68808.0,56313.0,42569.0,38877.0,43658.0,28232.0,13489.0,13568.0,24173.0,47772.0,483341,VIIS
1853,2011,46785,49735.0,58900.0,37308.0,38092.0,32241.0,35467.0,28462.0,11686.0,23715.0,32101.0,47922.0,442414,VIIS
1854,2010,36384,56165.0,65158.0,119783.0,33566.0,31782.0,34048.0,24919.0,9376.0,13664.0,27214.0,41418.0,493477,VIIS
1855,2009,48159,49841.0,56261.0,55164.0,32751.0,36183.0,34753.0,19910.0,8056.0,11708.0,29023.0,34038.0,415847,VIIS
1856,2008,59823,57567.0,60965.0,46403.0,38131.0,42800.0,40849.0,30706.0,10054.0,20081.0,24765.0,36890.0,469034,VIIS
1857,2007,66298,66038.0,75543.0,54732.0,45967.0,48963.0,51184.0,38168.0,17759.0,24705.0,39253.0,42772.0,571382,VIIS
1858,2006,78443,61814.0,85149.0,80328.0,61434.0,59656.0,55581.0,36552.0,23279.0,26655.0,46294.0,62104.0,677289,VIIS
1859,2005,80247,77029.0,115099.0,99043.0,70873.0,69029.0,72605.0,48679.0,24253.0,34857.0,48940.0,62386.0,803040,VIIS
1860,2004,62137,96746.0,90759.0,72066.0,74397.0,85262.0,70070.0,55765.0,26384.0,45633.0,51984.0,62387.0,793590,VIIS
1861,2003,82691,82608.0,102881.0,79850.0,85747.0,66813.0,60407.0,86612.0,28016.0,35792.0,47960.0,62304.0,821681,VIIS
1862,2002,66733,65794.0,93601.0,58446.0,54920.0,47965.0,68120.0,66682.0,26155.0,34653.0,50402.0,60023.0,693494,VIIS
1863,2001,69786,74099.0,83482.0,84435.0,55266.0,60900.0,62161.0,40427.0,22871.0,27783.0,34976.0,61215.0,677401,VIIS
1864,2000,65727,75174.0,82605.0,82640.0,60433.0,59881.0,58502.0,32861.0,26134.0,34972.0,57578.0,67485.0,703992,VIIS
1865,1999,54884,50726.0,57019.0,51507.0,37437.0,30440.0,31396.0,13690.0,9499.0,15215.0,30971.0,42561.0,425345,VIIS
1866,1998,70448,64862.0,70424.0,60585.0,47665.0,41191.0,37863.0,25717.0,19340.0,25347.0,37499.0,55908.0,556849,VIIS
1867,1997,72873,67392.0,82910.0,52634.0,54770.0,48120.0,49695.0,36572.0,24729.0,27380.0,34921.0,40541.0,592537,VIIS
1868,1996,38710,53715.0,55493.0,52522.0,38799.0,38883.0,29352.0,29167.0,18140.0,19406.0,41437.0,60318.0,475942,VIIS
1869,1995,63513,64620.0,87053.0,58893.0,49427.0,49601.0,50707.0,40053.0,14796.0,7640.0,23043.0,26712.0,536058,VIIS
1870,1994,56160,67527.0,72487.0,62437.0,52336.0,47439.0,49022.0,47114.0,34112.0,39413.0,50214.0,57030.0,635291,VIIS
1871,1993,84884,76091.0,88510.0,91065.0,70163.0,59273.0,55942.0,54488.0,45707.0,53716.0,61162.0,66092.0,807093,VIIS
1872,1992,89720,99899.0,90547.0,65702.0,74943.0,71417.0,59869.0,52568.0,29496.0,38080.0,47574.0,52655.0,772470,VIIS
1873,1991,68408,68408.0,77251.0,58444.0,54882.0,50439.0,65087.0,57530.0,37087.0,41153.0,58122.0,73369.0,710180,VIIS
1874,1990,60021,59143.0,69391.0,59027.0,63355.0,62794.0,66326.0,48244.0,37133.0,31693.0,53206.0,54402.0,664735,VIIS
1875,1989,88299,85297.0,94203.0,73443.0,60219.0,51624.0,55531.0,47709.0,19655.0,15315.0,34522.0,38215.0,664032,VIIS
1876,1988,90620,97762.0,95987.0,85120.0,63766.0,57905.0,66553.0,56028.0,38282.0,54676.0,62359.0,69626.0,838684,VIIS
1877,1987,84592,80524.0,86384.0,88007.0,64685.0,49816.0,63649.0,61436.0,35469.0,40892.0,54108.0,75792.0,785354,VIIS
1878,1986,81438,81878.0,93452.0,75417.0,61309.0,57441.0,68508.0,54903.0,26493.0,42663.0,55632.0,67324.0,766458,VIIS
1879,1985,72406,78075.0,79548.0,71932.0,54529.0,45039.0,53570.0,46716.0,29010.0,38882.0,53488.0,76203.0,699398,VIIS
1880,1984,71794,83174.0,77294.0,71360.0,55637.0,46204.0,46174.0,46852.0,29871.0,35836.0,45614.0,56625.0,666435,VIIS
1881,1983,77827,75071.0,82358.0,66329.0,49029.0,47661.0,57070.0,46767.0,26891.0,41476.0,49647.0,56674.0,676800,VIIS
1882,1982,80832,77372.0,84615.0,65846.0,48325.0,44971.0,60645.0,45510.0,30476.0,34579.0,43550.0,56759.0,673480,VIIS
1883,1981,56857,56987.0,56013.0,46973.0,42897.0,37772.0,41838.0,39826.0,24035.0,41725.0,51309.0,70296.0,566528,VIIS
1884,1980,54719,61614.0,61245.0,45525.0,41922.0,38222.0,44895.0,42832.0,21109.0,30551.0,51394.0,53890.0,547918,VIIS
1885,1979,54773,53364.0,53784.0,48277.0,43627.0,42920.0,55220.0,45575.0,25042.0,35736.0,38491.0,52923.0,549732,VIIS
1886,2019,9193,22263.0,34951.0,39218.0,39070.0,44915.0,47581.0,49793.0,38681.0,36691.0,25212.0,22062.0,409630,CHIS
1887,2018,15986,24878.0,30668.0,37565.0,33616.0,39141.0,49533.0,39684.0,31267.0,26844.0,21703.0,15365.0,366250,CHIS
1888,2017,18887,20325.0,32263.0,33888.0,37528.0,44852.0,56194.0,40750.0,33063.0,25495.0,23696.0,16746.0,383687,CHIS
1889,2016,15710,20168.0,28054.0,26142.0,33476.0,39342.0,49119.0,45123.0,39450.0,28906.0,20029.0,19288.0,364807,CHIS
1890,2015,19847,21653.0,29901.0,23479.0,34023.0,33193.0,46749.0,35392.0,24994.0,21871.0,18913.0,14801.0,324816,CHIS
1891,2014,18927,21183.0,32109.0,25698.0,32869.0,43584.0,50470.0,39208.0,27100.0,18271.0,17923.0,14819.0,342161,CHIS
1892,2013,12800,10671.0,15541.0,18927.0,21009.0,24797.0,27997.0,26273.0,18851.0,7193.0,13638.0,14332.0,212029,CHIS
1893,2012,15786,17918.0,20902.0,19663.0,24524.0,29404.0,36269.0,33227.0,24867.0,19904.0,4999.0,2131.0,249594,CHIS
1894,2011,14343,5384.0,16432.0,24939.0,20563.0,27136.0,38637.0,30872.0,21264.0,19337.0,11667.0,12182.0,242756,CHIS
1895,2010,19213,23044.0,24377.0,22903.0,26806.0,27992.0,29118.0,32454.0,22813.0,16520.0,19691.0,12584.0,277515,CHIS
1896,2009,17352,24320.0,35244.0,36596.0,39758.0,29663.0,42749.0,46835.0,29820.0,19619.0,14275.0,12514.0,348745,CHIS
1897,2008,13861,19698.0,30885.0,29361.0,22006.0,36709.0,46116.0,46593.0,30425.0,23139.0,18847.0,14537.0,332177,CHIS
1898,2007,16087,23541.0,38890.0,35241.0,30366.0,37646.0,43741.0,43895.0,36658.0,21340.0,16468.0,16933.0,360806,CHIS
1899,2006,16009,22396.0,30129.0,35366.0,32466.0,39562.0,50276.0,51456.0,36954.0,23665.0,21689.0,15288.0,375256,CHIS
1900,2005,19573,21574.0,41489.0,40623.0,38757.0,61422.0,64849.0,52469.0,42447.0,28700.0,22204.0,0.0,434107,CHIS
1901,2004,37978,30637.0,40684.0,56831.0,61310.0,58033.0,62994.0,79304.0,61629.0,26026.0,13107.0,9183.0,537716,CHIS
1902,2003,39792,32769.0,39387.0,43248.0,57610.0,66795.0,71851.0,74376.0,55783.0,41312.0,31566.0,31430.0,585919,CHIS
1903,2002,36653,39572.0,53729.0,68305.0,73469.0,56850.0,60572.0,69022.0,54380.0,37715.0,32613.0,31055.0,613935,CHIS
1904,2001,32316,27664.0,32570.0,42779.0,57457.0,52617.0,60541.0,66809.0,45530.0,43007.0,29532.0,29606.0,520428,CHIS
1905,2000,25593,22835.0,36054.0,40524.0,53695.0,51410.0,58609.0,59677.0,55317.0,25547.0,25772.0,27538.0,482571,CHIS
1906,1999,35545,33800.0,45707.0,51502.0,67729.0,49562.0,82870.0,68762.0,51389.0,53603.0,37893.0,28695.0,607057,CHIS
1907,1998,28012,18921.0,42505.0,47879.0,66763.0,58043.0,64375.0,75567.0,58488.0,49207.0,43226.0,21284.0,574270,CHIS
1908,1997,50357,34209.0,42654.0,38662.0,44930.0,43013.0,55698.0,61455.0,39266.0,30128.0,30279.0,18106.0,488757,CHIS
1909,1996,30975,33763.0,44735.0,29569.0,49880.0,58675.0,58793.0,59818.0,44349.0,29946.0,32510.0,17702.0,490715,CHIS
1910,1995,17214,31442.0,35350.0,38046.0,37915.0,39637.0,72446.0,98958.0,53242.0,47251.0,43371.0,11010.0,525882,CHIS
1911,1994,16233,9889.0,10897.0,14224.0,10717.0,12325.0,23520.0,25357.0,17069.0,15732.0,10057.0,9206.0,175226,CHIS
1912,1993,14405,9069.0,8631.0,13048.0,16138.0,13866.0,23904.0,25913.0,17685.0,20382.0,13349.0,8477.0,184867,CHIS
1913,1992,14090,9911.0,11527.0,13683.0,16830.0,14340.0,18813.0,11384.0,18785.0,16457.0,13644.0,9717.0,169181,CHIS
1914,1991,12309,6946.0,9252.0,9250.0,15562.0,9646.0,15962.0,19651.0,16067.0,14059.0,11377.0,9182.0,149263,CHIS
1915,1990,11640,7101.0,8183.0,11908.0,9579.0,10708.0,16876.0,22035.0,6852.0,15878.0,13385.0,9938.0,144083,CHIS
1916,1989,13244,9172.0,10289.0,10542.0,12249.0,11313.0,19689.0,17787.0,16051.0,12604.0,10953.0,8769.0,152662,CHIS
1917,1988,14484,10178.0,12457.0,11288.0,13900.0,10947.0,19317.0,21977.0,19041.0,13984.0,11321.0,9698.0,168592,CHIS
1918,1987,13326,9744.0,8095.0,9472.0,19363.0,12986.0,17344.0,24419.0,19533.0,15094.0,13844.0,11387.0,174607,CHIS
1919,1986,15061,7302.0,9925.0,11514.0,12594.0,14210.0,21062.0,24173.0,16955.0,17818.0,13439.0,8860.0,172913,CHIS
1920,1985,12865,9540.0,10967.0,10239.0,11897.0,12164.0,19922.0,24101.0,20473.0,10875.0,10838.0,10251.0,164132,CHIS
1921,1984,11177,14573.0,14608.0,15305.0,18535.0,18745.0,25778.0,26956.0,18004.0,14373.0,13643.0,11714.0,203411,CHIS
1922,1983,13809,14821.0,15833.0,14327.0,18302.0,20790.0,30820.0,26192.0,16808.0,12363.0,12325.0,8634.0,205024,CHIS
1923,1982,5451,13275.0,10530.0,11280.0,16845.0,14760.0,25454.0,26972.0,15384.0,11059.0,12296.0,8981.0,172287,CHIS
1924,1981,2815,5645.0,5603.0,5247.0,9070.0,7723.0,12086.0,13813.0,10969.0,5979.0,4479.0,4085.0,87514,CHIS
1925,1980,4418,2918.0,8054.0,8097.0,7760.0,13674.0,16783.0,19790.0,10025.0,4612.0,4919.0,3524.0,104574,CHIS
1926,1979,2732,3121.0,4774.0,5157.0,5805.0,6060.0,12639.0,15717.0,12187.0,6352.0,4087.0,4306.0,82937,CHIS
1927,2019,88020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88020,CUVA
1928,2018,87889,85669.0,105152.0,144536.0,246129.0,228620.0,298486.0,250311.0,192662.0,209344.0,136691.0,110564.0,2096053,CUVA
1929,2017,94019,90987.0,110435.0,181533.0,242698.0,247225.0,282963.0,284709.0,254864.0,189704.0,141098.0,106644.0,2226879,CUVA
1930,2016,85195,83784.0,104225.0,171879.0,255362.0,306943.0,335174.0,332781.0,236792.0,245369.0,149398.0,116488.0,2423390,CUVA
1931,2015,76795,72272.0,105883.0,210102.0,283076.0,250161.0,319145.0,287975.0,206668.0,227876.0,129512.0,115147.0,2284612,CUVA
1932,2014,89704,81166.0,98108.0,198023.0,245144.0,246874.0,286307.0,273080.0,221783.0,228171.0,109529.0,111960.0,2189849,CUVA
1933,2013,84333,78012.0,104524.0,181602.0,260588.0,260571.0,289470.0,282907.0,239958.0,78947.0,125141.0,116957.0,2103010,CUVA
1934,2012,86320,90599.0,149846.0,194132.0,257820.0,272900.0,290576.0,282757.0,236390.0,203339.0,122400.0,112643.0,2299722,CUVA
1935,2011,81375,85897.0,80347.0,147180.0,266216.0,256025.0,283279.0,294445.0,199990.0,225421.0,126099.0,114911.0,2161185,CUVA
1936,2010,108972,80931.0,155486.0,238394.0,309477.0,273111.0,271603.0,304191.0,254221.0,258050.0,117910.0,120324.0,2492670,CUVA
1937,2009,103680,95854.0,125105.0,257775.0,235029.0,297327.0,347105.0,309167.0,250824.0,278090.0,172849.0,116483.0,2589288,CUVA
1938,2008,102496,161192.0,111166.0,186788.0,203352.0,361457.0,427995.0,422704.0,256417.0,309012.0,140200.0,145454.0,2828233,CUVA
1939,2007,101974,96340.0,178670.0,166334.0,208068.0,351112.0,308512.0,321610.0,245970.0,280078.0,118438.0,109550.0,2486656,CUVA
1940,2006,165462,246261.0,155013.0,181654.0,222555.0,285798.0,237651.0,289735.0,270245.0,182068.0,98662.0,133712.0,2468816,CUVA
1941,2005,251858,136394.0,167899.0,173008.0,227866.0,293581.0,288451.0,298267.0,241981.0,218612.0,132778.0,103132.0,2533827,CUVA
1942,2004,244737,254183.0,181631.0,160318.0,260642.0,373601.0,356790.0,408862.0,279209.0,366784.0,247374.0,172044.0,3306175,CUVA
1943,2003,256967,223868.0,208856.0,194959.0,246032.0,347928.0,309731.0,249006.0,259371.0,286433.0,94103.0,202337.0,2879591,CUVA
1944,2002,251492,249791.0,156363.0,192741.0,293015.0,419842.0,406916.0,351286.0,279230.0,262022.0,147299.0,207938.0,3217935,CUVA
1945,2001,264954,202007.0,162218.0,258546.0,265973.0,372413.0,385033.0,331307.0,290214.0,253652.0,172580.0,164456.0,3123353,CUVA
1946,2000,234185,238190.0,219440.0,210843.0,284839.0,443135.0,339458.0,305064.0,265275.0,376690.0,174997.0,232802.0,3324918,CUVA
1947,1999,204020,206250.0,222529.0,230975.0,270049.0,392161.0,396233.0,345041.0,332420.0,342141.0,185112.0,197353.0,3324284,CUVA
1948,1998,204907,294331.0,206420.0,231626.0,282832.0,395413.0,467174.0,412410.0,322829.0,307877.0,179090.0,162198.0,3467107,CUVA
1949,1997,213929,276795.0,166650.0,200917.0,242214.0,533993.0,487809.0,370797.0,340423.0,398734.0,156051.0,139525.0,3527837,CUVA
1950,1996,196766,282182.0,191805.0,182618.0,244111.0,509525.0,441335.0,490487.0,401641.0,277322.0,98305.0,139781.0,3455878,CUVA
1951,1995,213224,265372.0,209578.0,136665.0,274405.0,379152.0,406769.0,350423.0,421389.0,291811.0,92361.0,154058.0,3195207,CUVA
1952,1994,204793,242469.0,145351.0,149139.0,183554.0,358259.0,369125.0,385138.0,351888.0,513377.0,187721.0,175587.0,3266401,CUVA
1953,1993,180056,218234.0,88498.0,149971.0,167211.0,208387.0,215796.0,220820.0,273109.0,252508.0,100498.0,191051.0,2266139,CUVA
1954,1992,178409,94415.0,58610.0,79369.0,99282.0,163179.0,145941.0,147142.0,121273.0,193516.0,57162.0,92084.0,1430382,CUVA
1955,1991,120824,113448.0,76752.0,91260.0,97938.0,144125.0,162272.0,138011.0,124842.0,145729.0,61347.0,82436.0,1358984,CUVA
1956,1990,70940,103399.0,70479.0,91060.0,71180.0,126472.0,106273.0,129365.0,118818.0,124011.0,102490.0,86135.0,1200622,CUVA
1957,1989,77335,155301.0,72643.0,68883.0,74578.0,114384.0,113310.0,89092.0,101603.0,156750.0,72157.0,63612.0,1159648,CUVA
1958,1988,126807,151795.0,90987.0,73994.0,103255.0,138027.0,131476.0,77120.0,89994.0,130415.0,43000.0,72847.0,1229717,CUVA
