,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
0,2019,792,3772.0,7152.0,7452.0,7772.0,3464.0,4059.0,4650.0,3933.0,6901.0,8456.0,1604.0,60007,NPSA
1,2018,4144,2308.0,2119.0,1768.0,772.0,944.0,1090.0,358.0,2303.0,4002.0,5766.0,3052.0,28626,NPSA
2,2017,4788,3817.0,4838.0,7496.0,4666.0,5180.0,6090.0,4421.0,4218.0,11494.0,7666.0,4794.0,69468,NPSA
3,2016,374,466.0,2103.0,1677.0,1855.0,1512.0,1256.0,4107.0,4876.0,2383.0,3589.0,4694.0,28892,NPSA
4,2015,1564,992.0,1530.0,1130.0,1982.0,1282.0,1272.0,1346.0,1306.0,822.0,213.0,453.0,13892,NPSA
5,2014,1178,1392.0,1480.0,2072.0,917.0,680.0,1230.0,582.0,960.0,1236.0,1222.0,1004.0,13953,NPSA
6,2013,1231,1440.0,1594.0,2026.0,1906.0,1575.0,1600.0,1193.0,2451.0,859.0,1136.0,908.0,17919,NPSA
7,2012,536,380.0,662.0,582.0,304.0,528.0,696.0,624.0,661.0,1150.0,2409.0,1908.0,10440,NPSA
8,2011,272,986.0,385.0,292.0,1090.0,324.0,742.0,432.0,2284.0,763.0,758.0,388.0,8716,NPSA
9,2010,141,135.0,181.0,276.0,510.0,291.0,183.0,101.0,79.0,217.0,401.0,491.0,3006,NPSA
10,2009,281,281.0,281.0,281.0,281.0,358.0,308.0,522.0,423.0,0.0,113.0,113.0,3242,NPSA
11,2008,259,338.0,113.0,202.0,200.0,138.0,1125.0,135.0,132.0,275.0,153.0,613.0,3683,NPSA
12,2007,674,687.0,923.0,619.0,619.0,664.0,619.0,619.0,305.0,219.0,154.0,672.0,6774,NPSA
13,2006,59,59.0,56.0,146.0,97.0,77.0,45.0,86.0,61.0,313.0,108.0,132.0,1239,NPSA
14,2003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NPSA
15,2002,169,113.0,135.0,168.0,157.0,312.0,164.0,161.0,193.0,90.0,138.0,138.0,1938,NPSA
16,2019,98828,102269.0,296316.0,372349.0,529553.0,594896.0,629803.0,535322.0,497443.0,429604.0,230180.0,171706.0,4488269,ZION
17,2018,107960,127790.0,373523.0,483487.0,500118.0,541464.0,500350.0,459415.0,481507.0,377826.0,218799.0,147794.0,4320033,ZION
18,2017,88561,110569.0,345476.0,515652.0,509017.0,533252.0,576349.0,529684.0,512940.0,422377.0,222069.0,138866.0,4504812,ZION
19,2016,84145,117510.0,359920.0,395768.0,447976.0,544890.0,599961.0,477507.0,497825.0,412916.0,232271.0,124438.0,4295127,ZION
20,2015,78318,106314.0,291118.0,392417.0,400048.0,458546.0,479538.0,455487.0,394201.0,314966.0,180390.0,97503.0,3648846,ZION
21,2014,70862,74625.0,226424.0,312381.0,391969.0,397753.0,407153.0,391973.0,340855.0,304108.0,169607.0,101986.0,3189696,ZION
22,2013,56972,64994.0,227899.0,292765.0,313594.0,367217.0,379129.0,345014.0,339593.0,203056.0,141251.0,75903.0,2807387,ZION
23,2012,68202,74382.0,165242.0,352192.0,343488.0,370280.0,392359.0,364857.0,355140.0,276134.0,140350.0,70981.0,2973607,ZION
24,2011,64524,67801.0,164037.0,255813.0,325089.0,376453.0,391144.0,360196.0,324727.0,273876.0,145158.0,76687.0,2825505,ZION
25,2010,54928,62099.0,171079.0,277599.0,304278.0,331185.0,362881.0,332796.0,319838.0,236316.0,143272.0,69701.0,2665972,ZION
26,2009,60204,62964.0,167246.0,271709.0,296330.0,366004.0,368933.0,372157.0,306161.0,265095.0,132998.0,65601.0,2735402,ZION
27,2008,56137,62044.0,187814.0,242778.0,302002.0,354527.0,360046.0,368739.0,312606.0,254187.0,126588.0,62686.0,2690154,ZION
28,2007,68640,71530.0,176622.0,286701.0,281149.0,333005.0,338116.0,337824.0,314290.0,253572.0,129962.0,65870.0,2657281,ZION
29,2006,71680,70170.0,144186.0,264821.0,277849.0,325124.0,347105.0,337212.0,298587.0,235952.0,128339.0,66325.0,2567350,ZION
30,2005,63566,70260.0,195530.0,230366.0,283547.0,339849.0,347745.0,340826.0,298465.0,227570.0,118083.0,70858.0,2586665,ZION
31,2004,67913,81970.0,190919.0,297906.0,295304.0,326499.0,337145.0,338899.0,323156.0,227332.0,113626.0,76673.0,2677342,ZION
32,2003,71233,72781.0,143284.0,244910.0,304556.0,308634.0,294996.0,312162.0,280970.0,229992.0,119860.0,75414.0,2458792,ZION
33,2002,55866,66575.0,158518.0,279225.0,301163.0,329355.0,347541.0,322920.0,312931.0,229989.0,112489.0,75973.0,2592545,ZION
34,2001,61795,53960.0,95231.0,207864.0,210707.0,323759.0,321920.0,344531.0,261476.0,179932.0,105821.0,50783.0,2217779,ZION
35,2000,80141,73390.0,126843.0,220905.0,239579.0,341054.0,341050.0,331474.0,289827.0,232685.0,105733.0,49667.0,2432348,ZION
36,1999,73220,69337.0,122668.0,218059.0,218639.0,298448.0,335012.0,373744.0,309215.0,237279.0,124086.0,69957.0,2449664,ZION
37,1998,70167,62429.0,112119.0,201553.0,230959.0,325129.0,318876.0,359490.0,284343.0,229844.0,112117.0,63022.0,2370048,ZION
38,1997,65244,68431.0,128143.0,230390.0,226370.0,326154.0,333883.0,367010.0,304847.0,230274.0,104605.0,60183.0,2445534,ZION
39,1996,58277,70136.0,126044.0,237607.0,238705.0,339727.0,340812.0,372426.0,310840.0,239701.0,102777.0,60949.0,2498001,ZION
40,1995,60215,70317.0,119841.0,189511.0,202000.0,337268.0,363645.0,377107.0,312443.0,224457.0,119920.0,53438.0,2430162,ZION
41,1994,60598,55083.0,103289.0,205846.0,198731.0,304478.0,326536.0,361394.0,295720.0,221345.0,90568.0,47283.0,2270871,ZION
42,1993,52236,50599.0,106142.0,206549.0,220669.0,335945.0,348106.0,376382.0,290893.0,258341.0,92657.0,54061.0,2392580,ZION
43,1992,55002,58579.0,81606.0,138140.0,257471.0,338363.0,353454.0,415549.0,318549.0,225259.0,89896.0,58758.0,2390626,ZION
44,1991,54687,64780.0,71951.0,131160.0,255396.0,336422.0,349020.0,362064.0,278614.0,208030.0,80061.0,44812.0,2236997,ZION
45,1990,54093,48346.0,77423.0,154762.0,237277.0,316983.0,308335.0,340603.0,257272.0,166148.0,98844.0,42314.0,2102400,ZION
46,1989,33534,38254.0,94224.0,132387.0,235179.0,300330.0,304532.0,321244.0,248105.0,163695.0,86055.0,41317.0,1998856,ZION
47,1988,38333,46684.0,65640.0,129748.0,208323.0,308566.0,305583.0,314482.0,262166.0,157715.0,71847.0,39245.0,1948332,ZION
48,1987,35783,37091.0,57095.0,117924.0,203914.0,267237.0,296526.0,300993.0,231095.0,131044.0,61714.0,37203.0,1777619,ZION
49,1986,35763,35919.0,80728.0,92993.0,246440.0,252715.0,261818.0,269267.0,194138.0,110052.0,50783.0,39887.0,1670503,ZION
50,1985,23339,30716.0,54763.0,95748.0,201599.0,229265.0,253508.0,253802.0,182744.0,100050.0,44125.0,33613.0,1503272,ZION
51,1984,21848,26463.0,48492.0,89509.0,160492.0,231037.0,232872.0,226230.0,174514.0,102092.0,42409.0,21296.0,1377254,ZION
52,1983,18578,24133.0,36086.0,75772.0,183803.0,201746.0,227243.0,202119.0,154567.0,90204.0,37866.0,20913.0,1273030,ZION
53,1982,15445,20958.0,38731.0,72295.0,146438.0,221168.0,252010.0,196725.0,140672.0,85304.0,32936.0,23608.0,1246290,ZION
54,1981,24349,22594.0,35058.0,63036.0,132198.0,221905.0,233041.0,262514.0,150219.0,86905.0,34820.0,22169.0,1288808,ZION
55,1980,15637,17832.0,32537.0,58225.0,134747.0,175129.0,212492.0,212223.0,136648.0,75312.0,32542.0,20522.0,1123846,ZION
56,1979,8994,12106.0,23079.0,63306.0,122964.0,156734.0,168614.0,187461.0,173883.0,77131.0,29139.0,17117.0,1040528,ZION
57,2019,8532,9154.0,20161.0,68046.0,226156.0,491170.0,756439.0,759735.0,603273.0,436194.0,46011.0,0.0,3424871,ACAD
58,2018,11974,12167.0,23756.0,72858.0,249050.0,499163.0,759165.0,767219.0,600397.0,488204.0,40930.0,12692.0,3537575,ACAD
59,2017,15520,14342.0,20936.0,85267.0,222978.0,476191.0,743529.0,762436.0,595388.0,507594.0,53006.0,12084.0,3509271,ACAD
60,2016,17204,16530.0,28121.0,94199.0,217147.0,445410.0,696854.0,735945.0,570434.0,412416.0,55022.0,14111.0,3303393,ACAD
61,2015,12578,10626.0,18062.0,63214.0,187205.0,359661.0,606597.0,666767.0,479320.0,344362.0,48912.0,13880.0,2811184,ACAD
62,2014,10459,10258.0,17502.0,57211.0,153013.0,338845.0,561073.0,638152.0,418173.0,313920.0,31013.0,13510.0,2563129,ACAD
63,2013,11249,9869.0,20631.0,47090.0,133653.0,315791.0,555308.0,617306.0,400400.0,94904.0,41181.0,7540.0,2254922,ACAD
64,2012,11930,12388.0,22684.0,59471.0,157406.0,309198.0,539234.0,574307.0,391810.0,302932.0,38385.0,11307.0,2431052,ACAD
65,2011,10428,9533.0,19510.0,58307.0,132720.0,297222.0,559892.0,583153.0,387868.0,270477.0,34192.0,11343.0,2374645,ACAD
66,2010,10510,13398.0,26080.0,57992.0,169898.0,286635.0,545382.0,627918.0,431001.0,289114.0,36736.0,9544.0,2504208,ACAD
67,2009,9366,9751.0,19258.0,59277.0,129885.0,244780.0,457622.0,586446.0,399789.0,258007.0,44042.0,9475.0,2227698,ACAD
68,2008,10744,11131.0,17489.0,53798.0,125679.0,263542.0,470295.0,514443.0,319582.0,246533.0,32759.0,9862.0,2075857,ACAD
69,2007,12415,11068.0,19220.0,61775.0,132152.0,273765.0,461894.0,544892.0,371217.0,263311.0,41449.0,9070.0,2202228,ACAD
70,2006,13494,12924.0,21695.0,59034.0,120889.0,244333.0,476631.0,506833.0,330649.0,249850.0,33903.0,13353.0,2083588,ACAD
71,2005,10810,11831.0,18917.0,59773.0,110330.0,275175.0,468512.0,519350.0,321070.0,207599.0,37101.0,11016.0,2051484,ACAD
72,2004,11861,14266.0,20952.0,60180.0,134597.0,305134.0,471406.0,524675.0,357146.0,261284.0,34125.0,12221.0,2207847,ACAD
73,2003,22917,21993.0,34274.0,68444.0,135443.0,309230.0,547836.0,595191.0,376060.0,262412.0,44294.0,12968.0,2431062,ACAD
74,2002,15309,25071.0,34498.0,72528.0,163145.0,325441.0,571119.0,636824.0,392531.0,271312.0,36589.0,14205.0,2558572,ACAD
75,2001,18090,23926.0,35473.0,76007.0,157353.0,325242.0,558641.0,630240.0,377456.0,257280.0,41353.0,15490.0,2516551,ACAD
76,2000,22500,23848.0,35423.0,78555.0,166456.0,319208.0,547929.0,594904.0,378135.0,253626.0,33693.0,14961.0,2469238,ACAD
77,1999,16430,17162.0,33688.0,82993.0,174610.0,315980.0,562996.0,639073.0,426024.0,277644.0,39416.0,16211.0,2602227,ACAD
78,1998,16726,17028.0,27500.0,81896.0,148052.0,307208.0,565477.0,701097.0,391378.0,266138.0,55225.0,16772.0,2594497,ACAD
79,1997,16292,17230.0,27035.0,77005.0,132194.0,340064.0,622847.0,758140.0,404808.0,287171.0,57810.0,19710.0,2760306,ACAD
80,1996,17655,15576.0,32452.0,76597.0,166290.0,327723.0,571017.0,714090.0,426562.0,280577.0,56828.0,19464.0,2704831,ACAD
81,1995,14894,20510.0,32120.0,86198.0,175550.0,355270.0,626947.0,753799.0,439553.0,271606.0,54121.0,14810.0,2845378,ACAD
82,1994,13364,18112.0,29086.0,58788.0,182781.0,311803.0,617622.0,720079.0,421106.0,268779.0,48907.0,20322.0,2710749,ACAD
83,1993,19402,15556.0,29040.0,57707.0,192823.0,300647.0,586449.0,719671.0,417317.0,254615.0,43755.0,19052.0,2656034,ACAD
84,1992,17510,21110.0,30312.0,63276.0,164400.0,262173.0,539109.0,615843.0,391798.0,211573.0,46316.0,18693.0,2382113,ACAD
85,1991,24588,14667.0,31291.0,75738.0,157252.0,295348.0,574529.0,640990.0,377904.0,224497.0,45518.0,13535.0,2475857,ACAD
86,1990,16084,13383.0,30060.0,17898.0,148090.0,290533.0,554953.0,645522.0,355864.0,207770.0,47633.0,11801.0,2339591,ACAD
87,1989,41114,42012.0,74773.0,324714.0,579272.0,704488.0,999535.0,1045060.0,666669.0,610334.0,302857.0,50124.0,5440952,ACAD
88,1988,43462,30060.0,54253.0,223653.0,448299.0,582015.0,799802.0,909762.0,601530.0,455637.0,303503.0,50307.0,4502283,ACAD
89,1987,35579,35766.0,56924.0,292358.0,444265.0,523486.0,751309.0,786970.0,562309.0,444810.0,299699.0,54679.0,4288154,ACAD
90,1986,28369,33055.0,47390.0,257926.0,411604.0,486835.0,717864.0,809273.0,488247.0,407396.0,204770.0,36325.0,3929054,ACAD
91,1985,31360,23261.0,46315.0,261410.0,341775.0,432926.0,725951.0,816294.0,451026.0,373037.0,206970.0,35245.0,3745570,ACAD
92,1984,24273,26185.0,37289.0,229638.0,271964.0,458908.0,790392.0,865843.0,443622.0,361873.0,194735.0,30041.0,3734763,ACAD
93,1983,23771,24667.0,25576.0,207347.0,287861.0,435142.0,916474.0,715624.0,668981.0,529524.0,262444.0,27228.0,4124639,ACAD
94,1982,21425,22210.0,36866.0,193208.0,261452.0,404915.0,737860.0,574164.0,541721.0,446170.0,303753.0,28370.0,3572114,ACAD
95,1981,23330,16207.0,21923.0,188071.0,212500.0,366518.0,545981.0,616233.0,463823.0,313788.0,203741.0,25857.0,2997972,ACAD
96,1980,8966,8225.0,7505.0,182879.0,209301.0,359552.0,533885.0,633067.0,282636.0,332937.0,200461.0,20252.0,2779666,ACAD
97,1979,6011,5243.0,11165.0,219351.0,339416.0,543205.0,383341.0,466928.0,320138.0,300976.0,183750.0,7842.0,2787366,ACAD
98,2019,21499,30239.0,132191.0,168788.0,217474.0,225207.0,208993.0,184890.0,207857.0,149764.0,73420.0,39381.0,1659703,ARCH
99,2018,31810,40325.0,134951.0,167156.0,215255.0,214443.0,205493.0,183840.0,206254.0,147996.0,74155.0,41879.0,1663557,ARCH
100,2017,21549,38248.0,128508.0,155286.0,188726.0,193060.0,192767.0,177764.0,187603.0,138325.0,72867.0,44325.0,1539028,ARCH
101,2016,20311,33200.0,119122.0,151112.0,201718.0,211706.0,210359.0,188340.0,200906.0,146250.0,69404.0,33290.0,1585718,ARCH
102,2015,20699,34255.0,103649.0,138903.0,179804.0,189073.0,195748.0,173186.0,171711.0,115859.0,49087.0,27273.0,1399247,ARCH
103,2014,17038,22559.0,89841.0,122186.0,165379.0,170286.0,169844.0,173416.0,165222.0,115545.0,46940.0,26511.0,1284767,ARCH
104,2013,11099,16426.0,73935.0,108086.0,149321.0,154505.0,156182.0,147259.0,143755.0,57446.0,43928.0,20924.0,1082866,ARCH
105,2012,14961,17870.0,72273.0,103800.0,142876.0,143482.0,145696.0,139036.0,139801.0,96310.0,36170.0,18302.0,1070577,ARCH
106,2011,10182,12932.0,61950.0,96537.0,142251.0,155481.0,147426.0,138600.0,136246.0,92728.0,30863.0,15562.0,1040758,ARCH
107,2010,8713,11746.0,57623.0,93999.0,135670.0,151209.0,145489.0,139304.0,138442.0,89929.0,29343.0,12938.0,1014405,ARCH
108,2009,11684,15488.0,66898.0,91114.0,139332.0,140161.0,133854.0,133880.0,131913.0,86601.0,31714.0,13673.0,996312,ARCH
109,2008,9095,13435.0,66408.0,83695.0,133195.0,124451.0,121038.0,129843.0,124268.0,80194.0,29604.0,13569.0,928795,ARCH
110,2007,10681,15453.0,63618.0,90031.0,111652.0,109027.0,112167.0,106047.0,120301.0,77963.0,30536.0,12705.0,860181,ARCH
111,2006,12841,20728.0,67550.0,84244.0,110564.0,102061.0,101297.0,107176.0,112335.0,72615.0,28087.0,13551.0,833049,ARCH
112,2005,9894,16168.0,62843.0,71709.0,111718.0,110517.0,106555.0,103403.0,88218.0,63626.0,23813.0,13206.0,781670,ARCH
113,2004,11571,11378.0,58919.0,79069.0,113248.0,94638.0,93569.0,83585.0,95276.0,58743.0,21208.0,11927.0,733131,ARCH
114,2003,13326,13760.0,50242.0,70795.0,106873.0,101997.0,95296.0,99352.0,99639.0,72875.0,21343.0,12283.0,757781,ARCH
115,2002,9951,18163.0,57348.0,76544.0,109130.0,101051.0,96566.0,97631.0,98581.0,67373.0,23134.0,14200.0,769672,ARCH
116,2001,10566,12868.0,55082.0,73213.0,112865.0,99452.0,100281.0,97985.0,94814.0,60747.0,26363.0,9790.0,754026,ARCH
117,2000,11505,14435.0,52392.0,77012.0,107856.0,106198.0,110434.0,104487.0,104706.0,65675.0,19787.0,11942.0,786429,ARCH
118,1999,11967,15378.0,62198.0,69196.0,120213.0,118326.0,118042.0,124130.0,119657.0,71604.0,25888.0,13381.0,869980,ARCH
119,1998,10450,12337.0,52467.0,75236.0,119525.0,116384.0,113040.0,120361.0,116137.0,68808.0,21875.0,10541.0,837161,ARCH
120,1997,9422,13493.0,64176.0,70201.0,115568.0,114213.0,122626.0,131104.0,119450.0,66854.0,19933.0,11485.0,858525,ARCH
121,1996,8183,14300.0,58978.0,79685.0,116552.0,111616.0,119378.0,128102.0,121734.0,63804.0,19972.0,13712.0,856016,ARCH
122,1995,11055,15813.0,52952.0,76855.0,111925.0,116972.0,136258.0,127740.0,120634.0,66136.0,18025.0,5009.0,859374,ARCH
123,1994,9904,12348.0,53504.0,74096.0,103871.0,98464.0,109497.0,115008.0,110027.0,61676.0,16776.0,12007.0,777178,ARCH
124,1993,6036,8599.0,43551.0,74542.0,103852.0,102396.0,116886.0,118500.0,111614.0,60523.0,18951.0,8228.0,773678,ARCH
125,1992,8016,12779.0,50228.0,82025.0,104639.0,109882.0,119021.0,124840.0,104561.0,58839.0,18150.0,6851.0,799831,ARCH
126,1991,6307,11453.0,45466.0,60081.0,93762.0,104120.0,103591.0,116516.0,90407.0,51260.0,14808.0,8111.0,705882,ARCH
127,1990,6440,8444.0,42372.0,71479.0,84912.0,90154.0,84017.0,97265.0,72310.0,40923.0,15192.0,7211.0,620719,ARCH
128,1989,4687,5683.0,41135.0,51807.0,75599.0,80321.0,78010.0,88731.0,69361.0,37592.0,15113.0,7770.0,555809,ARCH
129,1988,4145,6674.0,31382.0,45863.0,68712.0,79183.0,77160.0,80219.0,75694.0,34808.0,11253.0,5362.0,520455,ARCH
130,1987,6015,6957.0,22167.0,43965.0,63510.0,69019.0,71987.0,80492.0,60969.0,28961.0,9904.0,4970.0,468916,ARCH
131,1986,7070,6762.0,33700.0,36042.0,53931.0,62158.0,63528.0,68397.0,49456.0,23414.0,8425.0,6561.0,419444,ARCH
132,1985,4727,4944.0,18033.0,36032.0,50174.0,56588.0,54484.0,61538.0,44554.0,21037.0,6217.0,5136.0,363464,ARCH
133,1984,4021,4601.0,16732.0,30806.0,44454.0,58744.0,55728.0,57412.0,42668.0,18121.0,7059.0,4834.0,345180,ARCH
134,1983,4672,6993.0,14734.0,20073.0,34040.0,38975.0,50659.0,50320.0,36578.0,20107.0,7384.0,3340.0,287875,ARCH
135,1982,5531,6897.0,19703.0,29711.0,43011.0,55267.0,53035.0,52025.0,36934.0,18992.0,10845.0,7464.0,339415,ARCH
136,1981,7144,6275.0,17024.0,30543.0,41614.0,51670.0,48711.0,52953.0,35795.0,20656.0,10157.0,3966.0,326508,ARCH
137,1980,3599,4687.0,15915.0,27050.0,39099.0,47171.0,43685.0,47837.0,31387.0,16983.0,7481.0,5625.0,290519,ARCH
138,1979,2970,3135.0,14659.0,31818.0,39266.0,43503.0,36524.0,43309.0,30813.0,15273.0,5492.0,3078.0,269840,ARCH
139,2019,96,2603.0,4613.0,3686.0,53995.0,144156.0,168078.0,154045.0,61504.0,3863.0,1799.0,2715.0,601153,DENA
140,2018,890,1710.0,4457.0,3653.0,52147.0,141216.0,168177.0,150861.0,65251.0,3650.0,1996.0,652.0,594660,DENA
141,2017,725,1467.0,3449.0,5314.0,62497.0,158590.0,182400.0,155201.0,68323.0,2434.0,918.0,1491.0,642809,DENA
142,2016,500,1303.0,2948.0,5057.0,50776.0,139310.0,160357.0,151365.0,69907.0,2934.0,1446.0,1509.0,587412,DENA
143,2015,326,851.0,2597.0,2573.0,55920.0,136454.0,155987.0,146067.0,57612.0,1474.0,461.0,435.0,560757,DENA
144,2014,396,1019.0,2231.0,2883.0,49380.0,127291.0,151285.0,138254.0,56890.0,846.0,455.0,385.0,531315,DENA
145,2013,319,1001.0,1300.0,2065.0,44947.0,127243.0,153636.0,140079.0,59490.0,313.0,240.0,289.0,530922,DENA
146,2012,263,195.0,1896.0,2913.0,32983.0,101260.0,102316.0,108208.0,37184.0,740.0,240.0,235.0,388433,DENA
147,2011,247,701.0,1142.0,7514.0,33549.0,92585.0,118271.0,105823.0,45263.0,954.0,273.0,260.0,406582,DENA
148,2010,298,669.0,1178.0,2952.0,29350.0,90821.0,110592.0,104398.0,37428.0,764.0,173.0,232.0,378855,DENA
149,2009,64,871.0,723.0,1549.0,24759.0,90662.0,102992.0,97307.0,37707.0,969.0,183.0,255.0,358041,DENA
150,2008,351,702.0,918.0,1959.0,27773.0,114888.0,129762.0,119541.0,35623.0,521.0,114.0,157.0,432309,DENA
151,2007,3136,3769.0,5846.0,2665.0,37143.0,111767.0,129454.0,116065.0,47150.0,807.0,329.0,177.0,458308,DENA
152,2006,442,272.0,891.0,7764.0,28829.0,111060.0,123246.0,98605.0,43598.0,550.0,470.0,208.0,415935,DENA
153,2005,403,751.0,2118.0,1451.0,27022.0,99756.0,114308.0,108451.0,38121.0,5716.0,2922.0,2501.0,403520,DENA
154,2004,313,392.0,1441.0,3087.0,30132.0,100127.0,116601.0,108097.0,39969.0,2525.0,1059.0,493.0,404236,DENA
155,2003,975,886.0,753.0,2985.0,27260.0,88471.0,104686.0,97821.0,34639.0,889.0,374.0,450.0,360189,DENA
156,2002,101,90.0,1858.0,2437.0,25525.0,84916.0,105422.0,60231.0,30383.0,254.0,91.0,27.0,311335,DENA
157,2001,42,252.0,464.0,861.0,25020.0,89229.0,109881.0,99767.0,34520.0,72.0,66.0,17.0,360191,DENA
158,2000,22,115.0,216.0,500.0,23810.0,92862.0,111929.0,97581.0,36820.0,77.0,6.0,45.0,363983,DENA
159,1999,29,79.0,207.0,458.0,23686.0,95652.0,120134.0,102573.0,43848.0,141.0,48.0,12.0,386867,DENA
160,1998,36,75.0,261.0,626.0,26131.0,92670.0,115478.0,100141.0,36692.0,274.0,90.0,45.0,372519,DENA
161,1997,54,49.0,271.0,779.0,23058.0,86916.0,113436.0,94585.0,34824.0,177.0,84.0,45.0,354278,DENA
162,1996,9,7.0,52.0,200.0,24676.0,80725.0,105447.0,94342.0,35810.0,78.0,21.0,18.0,341385,DENA
163,1995,84,88.0,400.0,2948.0,25415.0,150886.0,150533.0,169322.0,43502.0,110.0,15.0,6.0,543309,DENA
164,1994,85,88.0,400.0,2190.0,36235.0,132634.0,130807.0,143388.0,43206.0,1116.0,100.0,62.0,490311,DENA
165,1993,80,105.0,469.0,1380.0,32807.0,118163.0,172580.0,143031.0,35688.0,1106.0,96.0,60.0,505565,DENA
166,1992,94,94.0,98.0,1249.0,29254.0,120640.0,172504.0,128464.0,50874.0,107.0,96.0,200.0,503674,DENA
167,1991,94,88.0,176.0,648.0,6943.0,72678.0,221853.0,179161.0,76009.0,1020.0,96.0,104.0,558870,DENA
168,1990,94,198.0,328.0,551.0,11950.0,72836.0,222077.0,155352.0,78385.0,4740.0,94.0,88.0,546693,DENA
169,1989,97,228.0,449.0,899.0,18541.0,79332.0,213085.0,151263.0,74812.0,4743.0,94.0,97.0,543640,DENA
170,1988,100,130.0,259.0,906.0,56162.0,181452.0,183647.0,107346.0,36561.0,25692.0,88.0,88.0,592431,DENA
171,1987,88,88.0,512.0,935.0,48133.0,122168.0,180357.0,151548.0,66853.0,4155.0,88.0,88.0,575013,DENA
172,1986,134,162.0,553.0,1951.0,18729.0,105083.0,159012.0,175203.0,66564.0,2182.0,88.0,88.0,529749,DENA
173,1985,169,161.0,346.0,661.0,10993.0,94794.0,144598.0,126482.0,55241.0,1854.0,788.0,458.0,436545,DENA
174,1984,111,122.0,273.0,667.0,11872.0,75277.0,113103.0,106906.0,84384.0,1499.0,724.0,161.0,395099,DENA
175,1983,122,112.0,327.0,727.0,11631.0,45905.0,115179.0,114480.0,55888.0,1162.0,441.0,108.0,346082,DENA
176,1982,142,118.0,378.0,706.0,13747.0,62926.0,92544.0,93941.0,55433.0,1378.0,433.0,122.0,321868,DENA
177,1981,171,162.0,412.0,690.0,13982.0,29667.0,87751.0,89013.0,32099.0,1484.0,887.0,275.0,256593,DENA
178,1980,198,146.0,401.0,633.0,12791.0,27623.0,61983.0,73791.0,36250.0,1564.0,828.0,153.0,216361,DENA
179,1979,336,103.0,630.0,848.0,14076.0,46804.0,69557.0,76400.0,39063.0,1844.0,974.0,470.0,251105,DENA
180,2019,100,100.0,100.0,100.0,100.0,5140.0,16676.0,10222.0,4980.0,100.0,100.0,100.0,37818,KATM
181,2018,100,100.0,100.0,100.0,100.0,5140.0,16676.0,10222.0,4980.0,100.0,100.0,100.0,37818,KATM
182,2017,100,100.0,100.0,100.0,100.0,5140.0,16676.0,10222.0,4980.0,100.0,100.0,100.0,37818,KATM
183,2016,100,100.0,100.0,100.0,100.0,5140.0,16676.0,10222.0,4980.0,100.0,100.0,100.0,37818,KATM
184,2015,100,100.0,100.0,100.0,100.0,5140.0,16676.0,10222.0,4980.0,100.0,100.0,100.0,37818,KATM
185,2014,0,0.0,0.0,0.0,0.0,5188.0,16895.0,4860.0,3953.0,0.0,0.0,0.0,30896,KATM
186,2013,0,0.0,0.0,0.0,0.0,5040.0,15222.0,4975.0,3429.0,100.0,100.0,100.0,28966,KATM
187,2012,0,0.0,0.0,0.0,0.0,5614.0,17171.0,10727.0,6306.0,0.0,0.0,0.0,39818,KATM
188,2011,25,25.0,25.0,210.0,210.0,5524.0,25229.0,8960.0,8731.0,0.0,0.0,0.0,48939,KATM
189,2010,0,0.0,0.0,0.0,100.0,8143.0,25238.0,13177.0,8474.0,0.0,0.0,40.0,55172,KATM
